province_occurred,city_occurred,location_id
Sichuan,"Chengdu,Guiyang",LOC-1066
"Shanghai,Guangxi","Shenzhen,Nanning",LOC-1067
"Beijing,Shanghai,Chongqing","Shenyang,Shenzhen",LOC-1068
"Inner mongolia,Shanghai,Fujian,Guangxi,Qinghai,Inner mongolia","Xining,Haidong",LOC-1069
"Hebei,Hubei","Baoding,Dalian,Zhoukou",LOC-1070
,"Nanjing,Nantong",LOC-1071
"Tianjin,Shanghai,Jiangsu",,LOC-1072
"Shanxi,Ningxia",Taiyuan,LOC-1073
"Tianjin,Fujian",Xiamen,LOC-1074
"Shanxi,Shaanxi","Yiyang,Yulin,Yan'an",LOC-1075
"Beijing,Hebei,Zhejiang","Shijiazhuang,Langfang,Wenzhou",LOC-1076
"Shandong,Yunnan,Hongkong","Qingdao,Yantai,Dongying",LOC-1077
"Beijing,Shandong",Qingdao,LOC-1078
Guizhou,Tongren,LOC-1079
"Shanxi,Jiangsu,Chongqing,Guizhou,Tibet",,LOC-1080
Zhejiang,"Ordos,Nantong,Jiaxing,Ningde,Qingdao",LOC-1081
Hainan,"Sanya,Ali",LOC-1082
"Beijing,Shanghai","Hangzhou,Jiaxing,Quanzhou,Nanchang,Dongguan,Foshan,Nanning,Kunming",LOC-1083
"Inner mongolia,Jiangsu,Inner mongolia","Hohhot,Ordos,Ali",LOC-1084
Hunan,"Changsha,Zhuzhou",LOC-1085
"Fujian,Jiangxi,Hainan",Sanya,LOC-1086
"Beijing,Jiangsu",Xuzhou,LOC-1087
"Jiangsu,Zhejiang,Sichuan","Linfen,Panjin,Hangzhou,Chengdu,Dazhou",LOC-1088
Sichuan,"Linfen,Panjin,Nantong,Jiaxing,Qingdao,Chengdu,Dazhou",LOC-1089
"Chongqing,Sichuan","Chengdu,Panzhihua",LOC-1090
Jiangxi,"Xiamen,Fuzhou",LOC-1091
Jilin,"Jilin,Liaoyuan",LOC-1092
"Beijing,Inner mongolia,Inner mongolia",Yantai,LOC-1093
"Shanghai,Shandong","Jinan,Liaocheng",LOC-1094
Shanxi,"Jinzhong,Dazhou",LOC-1095
Shandong,"Jinan,Heze",LOC-1096
"Hebei,Qinghai",Xining,LOC-1097
Shaanxi,"Chengdu,Xi'an,Weinan",LOC-1098
Sichuan,Liangshan,LOC-1099
"Gansu,Macao",Jiuquan,LOC-1100
"Beijing,Shanghai,Zhejiang",Jiaxing,LOC-1101
"Hebei,Zhejiang","Shijiazhuang,Wenzhou",LOC-1102
Shandong,"Binzhou,Dezhou,Beihai",LOC-1103
"Beijing,Hainan","Qinhuangdao,Hangzhou,Sanya",LOC-1104
"Chongqing,Shaanxi",,LOC-1105
"Zhejiang,Yunnan","Shaoxing,Dongfang",LOC-1106
"Inner mongolia,Inner mongolia",Xilin gol,LOC-1107
Hunan,"Changsha,Shaoyang,Yiyang",LOC-1108
Sichuan,"Huzhou,Chengdu",LOC-1109
"Inner mongolia,Inner mongolia",Tongliao,LOC-1110
"Shanxi,Shaanxi",,LOC-1111
Liaoning,"Shenyang,Ningde",LOC-1112
,"Dalian,Yingkou",LOC-1113
"Beijing,Shanxi,Jilin","Chaoyang,Jilin,Changchun,Yanbian,Tonghua,Shenzhen",LOC-1114
"Guangdong,Guangxi",,LOC-1115
"Zhejiang,Guangxi","Wenzhou,Guilin,Hezhou",LOC-1116
"Zhejiang,Anhui,Yunnan",Suzhou,LOC-1117
Guangxi,"Guilin,Hezhou",LOC-1118
"Beijing,Tianjin,Hebei,Shanghai,Anhui,Chongqing,Sichuan,Guizhou","Bengbu,Chengdu",LOC-1119
Shanxi,"Taiyuan,Datong,Jinzhong",LOC-1120
,"Yiyang,Ziyang",LOC-1121
"Liaoning,Macao","Shenyang,Jinzhou",LOC-1122
Zhejiang,Fuzhou,LOC-1123
"Inner mongolia,Inner mongolia","Wuhai,Hengyang",LOC-1124
"Beijing,Shaanxi",,LOC-1125
"Beijing,Hebei,Shanxi,Heilongjiang,Shanghai","Langfang,Ningbo,Bengbu,Qingdao",LOC-1126
Sichuan,"Dalian,Chengdu",LOC-1127
Zhejiang,Shenzhen,LOC-1128
"Hunan,Guangxi","Huaihua,Liuzhou",LOC-1129
"Shanghai,Sichuan","Guang'an,Panzhihua,Ya'an,Yibin",LOC-1130
"Shanghai,Zhejiang,Fujian,Sichuan",Chengdu,LOC-1131
,"Zhengzhou,Nanyang",LOC-1132
"Heilongjiang,Shandong","Liaocheng,Gannan",LOC-1133
"Shandong,Hubei","Linyi,Shiyan",LOC-1134
"Jiangsu,Shandong",Yangzhou,LOC-1135
"Hebei,Jiangxi,Hunan","Shijiazhuang,Fuzhou",LOC-1136
Zhejiang,"Hangzhou,Taizhou,Ali",LOC-1137
"Shanghai,Jiangsu",Nanjing,LOC-1138
Beijing,Changzhou,LOC-1139
"Beijing,Tianjin,Shanxi,Shanghai","Jinzhong,Zhongshan",LOC-1140
,"Shenyang,Panjin",LOC-1141
"Zhejiang,Shaanxi","Wenzhou,Xi'an",LOC-1142
Sichuan,"Mianyang,Liangshan",LOC-1143
"Tianjin,Hebei,Shanghai,Chongqing","Shuangyashan,Xi'an",LOC-1144
"Chongqing,Guizhou","Qianxinan,Anshun",LOC-1145
,Loudi,LOC-1146
"Beijing,Chongqing",Taian,LOC-1147
"Beijing,Shanxi,Liaoning,Macao","Jinzhong,Chaoyang,Fuxin",LOC-1148
Shandong,"Linyi,Dezhou",LOC-1149
"Shanghai,Zhejiang,Fujian","Nanjing,Nanping",LOC-1150
Guangxi,"Guigang,Liuzhou",LOC-1151
"Hubei,Hunan","Shiyan,Yongzhou",LOC-1152
"Beijing,Henan","Zhengzhou,Shangqiu,Dongfang",LOC-1153
"Shandong,Hongkong","Qingdao,Zibo",LOC-1154
Zhejiang,"Jinhua,Ali",LOC-1155
Hebei,Hengshui,LOC-1156
"Shanghai,Hubei","Fuzhou,Jinan,Jingzhou",LOC-1157
"Beijing,Hunan",Yongzhou,LOC-1158
"Zhejiang,Sichuan",Chengdu,LOC-1159
"Shandong,Yunnan",,LOC-1160
"Guangdong,Guangxi","Yulin,Nanning,Liuzhou,Ali",LOC-1161
,"Baotou,Hohhot",LOC-1162
,Yongzhou,LOC-1163
,"Shijiazhuang,Handan",LOC-1164
Shanxi,"Yuncheng,Jincheng,Dongfang",LOC-1165
"Guangxi,Gansu,Macao","Putian,Lanzhou",LOC-1166
Fujian,"Nanjing,Ningde",LOC-1167
"Zhejiang,Anhui","Huaibei,Beihai",LOC-1168
"Beijing,Fujian,Guangdong","Quanzhou,Shenzhen,Dongfang",LOC-1169
,Yulin,LOC-1170
,"Jiaxing,Huzhou",LOC-1171
"Hebei,Heilongjiang","Harbin,Heihe",LOC-1172
Liaoning,"Shenyang,Anshan,Dezhou",LOC-1173
Jiangsu,"Nanjing,Zhenjiang",LOC-1174
Sichuan,"Nanchong,Deyang,Bazhong",LOC-1175
,Zigong,LOC-1176
Guangxi,"Dalian,Heihe,Nanning",LOC-1177
"Jilin,Shanghai",Jilin,LOC-1178
Anhui,"Anshan,Huaibei,Huangshan",LOC-1179
Hubei,Taian,LOC-1180
Jilin,"Jilin,Changchun,Liaoyuan",LOC-1181
"Hebei,Heilongjiang","Tangshan,Harbin",LOC-1182
"Inner mongolia,Inner mongolia",Yantai,LOC-1183
Henan,Ningbo,LOC-1184
"Beijing,Shandong,Gansu",Heze,LOC-1185
,Yinchuan,LOC-1186
Beijing,"Xiamen,Quanzhou",LOC-1187
,Jiujiang,LOC-1188
"Hubei,Guizhou","Taiyuan,Xiaogan",LOC-1189
"Zhejiang,Fujian,Jiangxi","Jinhua,Quanzhou,Nanchang,Jiujiang",LOC-1190
Chongqing,Dalian,LOC-1191
,Liaoyang,LOC-1192
,"Meishan,Ganzi",LOC-1193
"Jilin,Shandong,Henan,Qinghai,Ningxia","Jilin,Qingdao,Zhengzhou,Luohe",LOC-1194
"Tianjin,Zhejiang,Henan,Hubei,Guangxi,Hainan,Chongqing,Sichuan,Yunnan,Shaanxi","Zhengzhou,Meishan,Yulin",LOC-1195
"Tibet,Gansu","Ali,Xi'an,Lanzhou",LOC-1196
Beijing,Datong,LOC-1197
Beijing,"Zhenjiang,Wenzhou,Jinhua",LOC-1198
"Shanghai,Guizhou","Guiyang,Zunyi,Tongren,Anshun",LOC-1199
Beijing,Zhuhai,LOC-1200
"Shandong,Guangdong","Rizhao,Foshan",LOC-1201
"Beijing,Liaoning,Shandong,Ningxia",Anshan,LOC-1202
Beijing,"Datong,Lingao",LOC-1203
"Guizhou,Gansu",Anshun,LOC-1204
Guangxi,"Shenzhen,Nanning",LOC-1205
"Jiangsu,Zhejiang,Jiangxi,Hubei","Xuzhou,Wenzhou,Nanchang",LOC-1206
Qinghai,"Xining,Haidong",LOC-1207
"Jilin,Hainan","Jilin,Changchun,Taian,Chengdu",LOC-1208
"Jilin,Yunnan","Jilin,Yiyang,Qujing",LOC-1209
"Beijing,Hebei,Shanghai,Zhejiang","Hangzhou,Jinhua,Chengdu",LOC-1210
"Jiangsu,Jiangxi","Wuxi,Nanjing,Nantong",LOC-1211
"Hubei,Shaanxi","Yangzhou,Qianjiang,Shenzhen,Xi'an",LOC-1212
Xinjiang,"Baiyin,Urumqi,Karamay",LOC-1213
"Hunan,Guangdong","Yongzhou,Zhanjiang",LOC-1214
"Tianjin,Chongqing,Sichuan","Baotou,Dalian,Zhongshan,Dongfang,Chengdu,Deyang,Yinchuan",LOC-1215
Gansu,"Xinyu,Zhangye",LOC-1216
"Liaoning,Henan,Hunan,Sichuan","Luoyang,Chengdu",LOC-1217
"Beijing,Tianjin,Inner mongolia,Gansu,Inner mongolia",Jiayuguan,LOC-1218
,"Changsha,Zhuzhou",LOC-1219
"Inner mongolia,Jiangxi,Henan,Inner mongolia","Hohhot,Ganzhou,Beihai",LOC-1220
Shandong,"Zibo,Weifang",LOC-1221
Guizhou,"Guiyang,Zunyi",LOC-1222
"Beijing,Anhui",Huaibei,LOC-1223
"Beijing,Guangxi","Yulin,Liuzhou,Dongfang,Ali",LOC-1224
"Shandong,Hubei,Guangdong","Xiamen,Qingdao",LOC-1225
Xinjiang,"Shannan,Urumqi,Ili,Changji,Shihezi,Aksu,Kashgar",LOC-1226
"Hebei,Hunan,Guangdong","Tangshan,Shenzhen",LOC-1227
"Beijing,Shanxi,Heilongjiang,Shanghai,Fujian,Jiangxi","Dalian,Harbin,Yantai",LOC-1228
"Shanghai,Guangdong,Hongkong","Zhongshan,Shenzhen,Foshan",LOC-1229
,Ganzi,LOC-1230
Macao,Jiangmen,LOC-1231
"Hebei,Shanghai,Henan","Xingtai,Langfang,Qingdao,Zhengzhou,Jiaozuo",LOC-1232
"Hebei,Shanxi,Jilin,Sichuan","Jincheng,Jilin,Nantong,Chengdu,Nanchong,Guang'an",LOC-1233
"Heilongjiang,Shanghai,Guangdong,Hainan","Harbin,Sanya",LOC-1234
"Liaoning,Henan",Dalian,LOC-1235
"Beijing,Liaoning",Chaoyang,LOC-1236
"Guangxi,Chongqing",Baise,LOC-1237
"Beijing,Guangdong,Chongqing",,LOC-1238
,Zhoukou,LOC-1239
,Dehong,LOC-1240
,Huludao,LOC-1241
Zhejiang,"Jiaxing,Ningde",LOC-1242
"Hunan,Guangdong",Yongzhou,LOC-1243
"Beijing,Hubei,Guangdong",Shenzhen,LOC-1244
"Anhui,Henan","Guiyang,Weinan",LOC-1245
"Beijing,Zhejiang",Shaoxing,LOC-1246
Hunan,"Changsha,Shaoyang,Hengyang,Zhuzhou,Yueyang,Yiyang,Zhangjiajie",LOC-1247
Hunan,Weinan,LOC-1248
"Hunan,Guangdong",,LOC-1249
"Beijing,Hebei,Shanghai,Shandong","Shijiazhuang,Binzhou,Dongfang",LOC-1250
"Shanxi,Liaoning,Jilin,Jiangsu,Anhui,Guangdong","Jilin,Yanbian,Suzhou,Shenzhen",LOC-1251
"Beijing,Shanghai,Guangxi","Liuzhou,Guilin",LOC-1252
"Tianjin,Shanxi","Jinzhong,Shenzhen",LOC-1253
,Qitaihe,LOC-1254
"Inner mongolia,Henan,Inner mongolia",,LOC-1255
"Anhui,Yunnan",Suzhou,LOC-1256
"Yunnan,Ningxia","Kunming,Lanzhou,Yinchuan",LOC-1257
"Beijing,Hebei,Henan","Handan,Xingtai,Anyang",LOC-1258
Guangdong,Jieyang,LOC-1259
"Beijing,Hebei,Shanxi,Shanghai","Langfang,Taiyuan,Ningbo,Bengbu,Qingdao",LOC-1260
"Zhejiang,Hunan","Nanjing,Hangzhou,Changsha",LOC-1261
"Jiangsu,Zhejiang,Guangdong",Wuxi,LOC-1262
"Inner mongolia,Shanghai,Jiangxi,Inner mongolia",Nanchang,LOC-1263
,Liangshan,LOC-1264
